mid,msg_cnt,msg_unique,avg_msg_len,is_paying_user,level,is_default_face,is_nft_face,is_annual_vip,is_senior,has_nameplate,has_pendant,has_medal,has_sign,is_default_name,pub_videos,fans,Group
255051,5,1.0,6.0,0,6,0,0,1,0,0,0,1,0,0,0,12,nailv
2610127,5,0.8,48.4,0,6,0,0,1,0,1,1,1,0,0,0,18,nailv
244164946,12,1.0,9.583333333333334,0,6,1,0,0,0,0,0,0,0,0,0,1,nailv
8484910,59,0.7796610169491526,8.338983050847459,1,6,0,0,1,1,1,1,1,0,0,0,101,nailv
30351415,34,1.0,7.794117647058823,0,6,0,0,0,0,1,1,1,0,0,0,45,nailv
83483806,23,1.0,9.478260869565217,0,6,0,0,0,0,0,0,1,0,0,6,102,nailv
1879241,3,1.0,6.666666666666667,0,6,0,0,1,1,1,1,1,1,0,2,80,nailv
347831203,48,0.8958333333333334,5.0,1,6,0,0,1,1,1,1,1,1,0,6,82,nailv
319118856,239,0.38493723849372385,27.351464435146443,0,6,0,0,0,0,0,1,0,1,0,0,0,nailv
3546582662253289,28,0.7857142857142857,3.7142857142857144,0,4,0,0,0,0,1,0,1,0,0,0,1,nailv
36031600,6,1.0,9.333333333333334,0,6,0,0,0,1,1,0,1,1,0,0,238,nailv
20621924,16,0.875,14.625,0,6,0,0,1,0,1,0,1,1,0,7,48,nailv
24082541,1,1.0,6.0,0,6,0,0,0,0,0,0,1,1,0,411,1088,nailv
4567027,4,1.0,7.75,0,6,0,0,1,0,0,0,0,0,0,10,12,nailv
6605486,42,0.9047619047619048,5.333333333333333,0,6,0,0,0,0,1,1,0,0,0,1,10,nailv
3546983283296477,1,1.0,17.0,0,3,1,0,0,0,0,0,0,0,0,0,1,nailv
23074610,108,0.8796296296296297,5.425925925925926,0,6,0,0,0,0,0,0,0,1,0,114,51,nailv
8585740,1,1.0,34.0,0,6,0,0,0,0,1,0,1,0,0,0,54,nailv
30942288,38,1.0,5.947368421052632,0,6,0,0,0,0,0,0,1,0,0,0,56,nailv
486832308,52,0.8461538461538461,5.884615384615385,0,4,0,0,0,0,0,0,1,0,0,0,13,nailv
4169757,6,1.0,6.833333333333333,0,6,0,0,0,0,0,0,1,0,0,0,3,nailv
32690429,9,0.7777777777777778,2.888888888888889,0,6,0,0,0,0,1,0,1,0,0,0,13,nailv
50006615,5,1.0,24.4,0,6,0,0,1,0,0,0,0,1,0,0,56,nailv
535935019,64,0.578125,14.75,0,5,0,0,0,0,1,1,1,1,0,0,45,nailv
228138236,2,0.5,76.0,0,6,0,0,0,0,0,0,1,0,0,32,55,nailv
1361880422,0,1.0,0.0,1,6,0,0,1,0,1,1,1,1,0,13,18,nailv
160331808,2,1.0,5.5,0,6,0,1,0,1,1,0,1,1,0,1,33,nailv
3740124,3,1.0,5.333333333333333,0,6,0,0,0,0,0,0,1,1,0,0,125,nailv
13082524,1,1.0,13.0,0,6,0,0,1,0,1,1,0,1,0,209,173,nailv
228412,13,0.7692307692307693,48.38461538461539,0,6,0,0,1,0,0,0,0,0,0,1,67,nailv
1661351977,30,0.9666666666666667,9.966666666666667,0,6,0,0,0,0,0,0,0,0,0,0,67,nailv
16004772,17,0.4117647058823529,2.5294117647058822,0,6,0,1,1,1,1,1,1,1,0,4,49,nailv
8038187,96,0.7916666666666666,5.4375,0,6,0,0,0,0,1,0,0,1,0,643,74,nailv
46426974,6,1.0,6.333333333333333,0,6,0,0,1,0,0,0,1,1,0,0,4,nailv
19150431,13,0.6923076923076923,3.8461538461538463,0,6,0,0,0,0,1,0,0,1,0,4200,1667,nailv
454396,8,1.0,9.0,0,6,0,0,0,0,1,0,1,0,0,31,110,nailv
7407481,2,1.0,9.5,0,6,0,0,0,0,0,0,0,1,0,0,26,nailv
37229805,8,1.0,12.75,0,6,0,1,0,0,1,0,0,1,0,0,5,nailv
3638434,2,1.0,5.5,0,6,0,0,1,0,0,1,0,1,0,0,25,nailv
194692197,1,1.0,4.0,0,6,0,0,1,0,0,0,1,0,0,0,33,nailv
285094428,18,0.3333333333333333,56.55555555555556,0,6,0,0,1,0,0,1,0,0,0,4,5,nailv
38594007,6,1.0,3.6666666666666665,0,6,0,0,1,0,1,0,0,1,0,0,35,nailv
22632748,6,1.0,4.833333333333333,0,6,0,0,1,0,1,0,1,1,0,3,15,nailv
14094162,0,1.0,0.0,1,6,0,0,1,0,1,1,1,0,0,0,4,nailv
152048770,12,0.6666666666666666,2.0,0,5,0,0,0,0,1,1,1,1,0,0,74,nailv
24360869,65,0.6615384615384615,4.030769230769231,0,6,0,0,0,0,1,1,0,1,0,3,29,nailv
14861174,11,1.0,8.727272727272727,0,6,0,0,0,0,0,0,1,0,0,0,10,nailv
13246619,1,1.0,5.0,0,6,0,0,1,0,0,0,0,0,0,0,35,nailv
10076152,25,0.96,6.84,0,6,0,0,0,0,0,0,1,0,0,0,8,nailv
37886002,1,1.0,76.0,0,6,0,0,0,0,1,0,1,0,0,0,65,nailv
1049910365,5,0.8,2.6,1,5,0,0,0,0,0,0,1,0,0,0,15,nailv
321185163,0,1.0,0.0,1,6,0,0,1,1,1,1,1,1,0,30,1214,nailv
8689227,63,0.8571428571428571,17.158730158730158,0,6,0,0,0,0,1,0,1,1,0,232,202,nailv
137380440,34,0.8529411764705882,9.352941176470589,1,6,0,0,1,0,0,0,1,1,0,71,1042,nailv
6795231,431,0.8793503480278422,6.580046403712297,0,6,0,0,0,0,0,1,0,1,0,2,155,nailv
1396829,4,1.0,3.25,0,6,0,0,1,0,1,0,1,1,0,39,46,nailv
560282855,16,0.9375,9.5625,1,5,0,0,0,0,0,0,0,1,0,2,5,nailv
20745204,6,1.0,18.333333333333332,0,6,0,0,1,0,1,1,1,1,0,1,7,nailv
412660363,8,1.0,22.0,0,6,0,0,0,0,0,1,0,1,0,0,70,nailv
63998,3,1.0,9.333333333333334,1,6,0,0,0,0,0,1,1,1,0,0,34,nailv
54332648,2,1.0,7.5,0,6,0,1,0,0,1,1,0,1,0,0,60,nailv
383880183,21,0.9523809523809523,12.333333333333334,0,6,0,0,0,0,0,0,0,0,0,13,81,nailv
67977710,10,1.0,9.3,0,6,0,0,0,0,1,1,1,1,0,33,149,nailv
384576901,6,1.0,17.666666666666668,0,6,0,0,0,0,0,0,1,1,0,28,82,nailv
365728,37,0.8648648648648649,8.702702702702704,1,6,0,0,0,1,1,1,1,0,0,0,9,nailv
172313264,1,1.0,3.0,0,6,0,1,0,0,0,0,1,1,0,2,72,nailv
182353272,1,1.0,9.0,1,5,0,0,0,0,0,0,1,1,0,0,6,nailv
1886953,8,0.75,7.0,0,6,0,0,0,0,1,1,1,0,0,9,195,nailv
431410658,425,0.9176470588235294,7.656470588235294,0,6,0,0,1,0,1,0,1,1,0,0,1,nailv
557624,2,1.0,5.0,0,6,0,0,1,0,0,0,1,1,0,19,64,nailv
82379869,26,0.8846153846153846,3.8846153846153846,0,6,0,0,0,0,0,1,0,0,0,0,30,nailv
89340300,18,1.0,8.88888888888889,1,6,0,0,1,0,1,1,1,1,0,54,55,nailv
37553585,6,1.0,7.166666666666667,0,6,0,0,1,0,1,1,1,1,0,0,34,nailv
272579526,136,1.0,6.8088235294117645,0,6,0,0,0,0,1,0,1,1,0,99,7214,nailv
113291981,4,0.75,4.25,0,5,0,0,0,0,0,0,0,0,0,0,19,nailv
242832,1,1.0,6.0,0,6,0,0,1,0,1,1,1,0,0,0,3,nailv
196917138,23,0.8260869565217391,4.478260869565218,0,5,0,0,0,0,0,0,0,0,0,40,43,nailv
123787,21,0.8571428571428571,6.0476190476190474,0,6,0,0,0,0,0,0,1,1,0,0,35,nailv
1674449174,56,0.8571428571428571,11.464285714285714,1,5,0,0,0,0,0,0,1,1,0,6,223,nailv
3546917516609909,82,0.8414634146341463,13.329268292682928,0,2,0,0,0,0,1,0,0,0,0,0,0,nailv
53436874,2,1.0,39.5,0,6,0,0,1,0,1,1,1,1,0,4,25,nailv
672361460,4,1.0,4.25,0,5,0,0,1,0,0,0,1,1,0,4,68,nailv
43109705,6,1.0,5.666666666666667,0,6,0,0,0,0,0,0,1,0,0,2,79,nailv
12713497,170,0.7588235294117647,4.752941176470588,0,6,0,0,1,0,0,0,0,0,0,0,46,nailv
34073760,24,0.6666666666666666,6.166666666666667,0,6,0,0,0,0,1,1,1,0,0,14,335,nailv
697132887,1,1.0,14.0,0,5,0,0,0,0,1,0,0,0,0,0,18,nailv
37065420,13,1.0,8.307692307692308,1,6,0,0,0,0,0,1,1,1,0,8,16,nailv
555194,7,1.0,5.285714285714286,0,6,0,0,1,0,0,0,0,0,0,14,120,nailv
114427706,68,0.8088235294117647,6.573529411764706,0,6,0,0,1,1,1,1,1,1,0,50,182,nailv
234464775,10,0.7,26.4,0,6,0,0,1,0,0,0,1,1,0,1,11,nailv
289094257,13,0.6153846153846154,36.46153846153846,0,6,0,0,0,0,1,0,0,1,0,6,340,nailv
25327263,27,0.8518518518518519,4.185185185185185,0,6,0,0,1,0,1,0,0,1,0,0,81,nailv
573377318,30,1.0,6.6,0,5,0,0,1,0,0,1,0,1,0,0,23,nailv
13295119,36,0.9166666666666666,6.194444444444445,0,6,0,0,0,0,0,1,1,0,0,1,16,nailv
183622435,21,1.0,6.809523809523809,0,6,0,0,0,0,0,0,1,0,0,0,31,nailv
867999,34,0.5294117647058824,49.029411764705884,1,6,0,0,0,1,1,0,0,0,0,5,249,nailv
1986662,11,0.5454545454545454,70.18181818181819,0,6,0,0,1,1,1,1,1,0,0,28,2220,nailv
5917871,3,0.6666666666666666,2.6666666666666665,0,6,0,0,1,0,0,0,1,0,0,0,27,nailv
33771476,2,1.0,8.5,0,6,0,0,0,0,1,1,1,1,0,3,16,nailv
5851976,4,1.0,2.0,0,6,0,0,0,0,1,1,1,0,0,0,58,nailv
82438,10,1.0,7.2,0,6,0,0,0,1,1,0,0,1,0,2,69,nailv
69196523,3,1.0,18.333333333333332,0,6,0,0,0,0,1,1,1,1,0,5,119,nailv
97303,3,1.0,7.666666666666667,0,6,0,0,0,0,1,1,1,1,0,3,34,nailv
7576075,2,1.0,11.0,0,6,0,0,0,0,0,0,1,0,0,8,128,nailv
14337375,2,1.0,3.0,0,6,0,0,1,0,1,1,1,1,0,0,1,nailv
314682,1,1.0,24.0,0,6,0,0,1,0,0,0,1,0,0,2,170,nailv
630236870,10,0.8,25.9,1,5,0,0,0,0,0,1,1,0,0,0,48,nailv
57494515,11,0.9090909090909091,8.090909090909092,0,6,0,0,1,0,0,1,0,1,0,17,90,nailv
110066468,19,0.9473684210526315,9.421052631578947,0,6,0,0,0,0,0,1,1,1,0,7,132,nailv
278031038,24,1.0,5.25,0,6,1,0,0,0,0,0,1,0,0,0,4,nailv
94528854,2,1.0,7.5,0,5,0,0,1,0,0,1,0,0,0,0,5,nailv
4721998,6,1.0,3.1666666666666665,0,6,0,0,1,0,0,1,1,1,0,80,223,nailv
49523139,67,1.0,9.26865671641791,0,6,0,0,0,0,1,0,0,0,0,8,93,nailv
2783309,1,1.0,11.0,0,6,0,0,1,0,0,0,1,1,0,0,4,nailv
7993586,6,1.0,6.833333333333333,0,6,1,0,1,0,0,0,0,0,0,0,2,nailv
7159699,11,0.9090909090909091,9.545454545454545,0,0,0,0,0,0,0,0,0,0,0,1,1,nailv
35940143,2,1.0,5.0,0,6,0,0,0,0,0,0,0,0,0,0,40,nailv
7526608,5,1.0,9.4,0,6,0,0,1,0,0,0,1,1,0,12,43,nailv
515200,1,1.0,76.0,0,6,0,0,0,0,0,1,1,1,0,0,0,nailv
256104315,24,0.875,17.125,0,6,0,0,0,0,0,0,1,1,0,1,21,nailv
23792422,1,1.0,76.0,0,6,0,0,0,0,0,0,1,1,0,2,42,nailv
36593074,4,0.25,76.0,0,5,0,0,0,0,0,1,1,0,0,0,5,nailv
1284997008,4,0.5,1.25,0,5,0,0,1,0,0,0,0,1,0,0,45,nailv
274998231,11,0.7272727272727273,15.909090909090908,0,6,0,0,1,0,1,1,1,1,0,2,11,nailv
261469809,1,1.0,5.0,0,6,0,0,1,0,0,1,1,0,0,1,35,nailv
1029571503,1,1.0,76.0,0,5,0,0,0,0,1,0,1,1,0,0,13,nailv
22935752,6,1.0,4.333333333333333,0,6,0,0,1,0,0,0,0,0,0,4,22,nailv
295598272,3,1.0,4.0,0,6,0,0,0,0,0,0,1,0,0,0,5,nailv
4932468,5,1.0,8.2,0,6,0,1,1,0,1,1,1,0,0,0,11,nailv
9128547,12,1.0,11.583333333333334,0,6,0,0,1,0,1,1,0,1,0,0,8,nailv
18144002,34,0.5882352941176471,40.411764705882355,0,6,0,0,1,0,0,1,1,1,0,0,21,nailv
531805293,2,1.0,77.0,0,5,0,0,0,0,1,0,1,1,0,1,21,nailv
87615461,1,1.0,4.0,0,6,0,0,0,0,0,0,1,0,0,3,63,nailv
94009831,36,0.3888888888888889,12.055555555555555,0,6,0,0,0,0,1,1,1,1,0,998,6435,nailv
484661050,4,1.0,3.75,0,5,0,0,0,0,0,0,0,0,1,0,11,nailv
28073696,1,1.0,76.0,0,6,0,0,1,0,1,0,0,1,0,181,292,nailv
1334010475,36,1.0,11.75,1,4,0,0,0,0,0,0,0,1,0,0,35,nailv
430111702,0,1.0,0.0,1,6,0,1,0,0,0,0,1,0,0,0,13,nailv
305971070,48,0.8958333333333334,19.833333333333332,0,5,0,0,1,0,1,0,1,1,0,81,408,nailv
81843081,1,1.0,15.0,0,6,0,0,0,0,1,0,0,1,0,0,40,nailv
7517669,1,1.0,7.0,0,6,0,0,0,0,0,1,1,1,0,0,7,nailv
872047,18,0.8888888888888888,6.277777777777778,0,6,0,0,0,0,1,0,0,1,0,0,58,nailv
259617297,4,1.0,8.5,0,6,0,0,1,0,0,0,0,0,0,0,24,nailv
272840984,1,1.0,10.0,0,6,0,0,0,0,1,1,1,1,0,14,18,nailv
1293975,41,0.926829268292683,10.341463414634147,0,6,0,0,0,0,0,0,1,0,0,8,263,nailv
160258,14,1.0,5.642857142857143,0,6,0,0,0,0,0,0,0,1,0,0,27,nailv
340536436,221,0.6515837104072398,5.334841628959276,0,6,0,0,1,0,1,1,1,1,0,0,1,nailv
3934079,1,1.0,76.0,0,6,0,1,1,0,1,0,1,1,0,0,103,nailv
20135580,32,0.84375,6.71875,0,6,0,0,0,0,0,0,0,0,0,0,38,nailv
516235900,4,1.0,9.25,0,5,0,0,0,0,1,0,1,1,0,0,36,nailv
13844551,8,1.0,3.5,0,6,0,0,1,0,1,1,1,1,0,10,34,nailv
221535,8,1.0,5.875,0,6,0,0,0,0,0,1,0,0,0,1,73,nailv
7041900,9,1.0,6.888888888888889,0,6,0,0,0,0,0,0,0,0,0,0,13,nailv
6555020,8,0.75,4.25,0,6,0,0,0,0,0,0,1,0,0,0,2,nailv
133070385,1,1.0,9.0,0,6,0,0,1,0,1,0,1,1,0,2,28,nailv
86715220,88,1.0,8.659090909090908,1,6,0,0,0,0,0,0,1,1,0,0,6,nailv
391395420,5,0.6,62.0,0,6,0,0,0,0,1,0,0,1,0,59,64,nailv
10865329,6,1.0,7.666666666666667,0,6,0,0,1,0,0,0,1,1,0,805,726,nailv
3173439,1,1.0,4.0,0,6,0,0,0,0,0,0,1,1,0,0,0,nailv
1270994,20,1.0,10.2,1,6,1,0,1,0,0,1,1,1,0,0,80,nailv
3546772756498608,17,1.0,5.0588235294117645,0,4,0,0,0,0,0,0,1,0,0,5,7,nailv
101170257,3,0.6666666666666666,9.0,0,6,0,0,0,0,0,0,0,1,0,0,0,nailv
1682586,5,1.0,4.8,0,6,0,0,0,0,0,0,0,0,0,0,39,nailv
1826962,3,1.0,8.666666666666666,0,6,0,0,1,0,1,0,0,1,0,0,0,nailv
1511929,3,1.0,3.6666666666666665,0,6,0,0,1,0,1,0,0,0,0,0,16,nailv
3546588404255130,10,1.0,10.3,1,4,0,0,0,0,0,0,1,0,0,0,0,nailv
233372631,6,1.0,2.8333333333333335,0,4,0,0,0,0,0,0,0,0,0,0,0,nailv
27680779,1,1.0,4.0,0,6,0,0,1,0,1,1,1,1,0,0,64,nailv
168744916,2,1.0,4.0,0,5,0,0,0,0,0,0,0,0,0,0,26,nailv
3305896,3,1.0,12.666666666666666,0,6,0,0,0,0,1,0,0,1,0,0,12,nailv
5473109,0,1.0,0.0,1,4,0,0,0,0,1,0,1,1,0,1,21,nailv
22137667,0,1.0,0.0,1,5,0,0,0,0,0,0,0,0,0,0,37,nailv
587749,2,1.0,5.0,0,6,0,0,1,0,1,0,1,0,0,0,6,nailv
18888169,8,1.0,5.375,0,6,0,0,0,1,1,0,1,0,0,1,0,nailv
247282692,16,0.6875,26.1875,1,6,0,0,0,0,1,1,1,1,0,255,1021,nailv
353124844,7,1.0,19.0,0,6,0,0,1,0,0,0,0,0,0,0,39,nailv
34851773,9,1.0,4.111111111111111,0,6,0,0,0,0,1,0,1,0,0,0,20,nailv
175047519,1,1.0,76.0,0,6,0,0,0,0,0,0,0,0,0,0,19,nailv
10738,27,0.9629629629629629,5.814814814814815,0,6,0,0,0,0,1,0,1,1,0,0,57,nailv
604045,1,1.0,30.0,1,6,0,0,1,0,1,0,0,0,0,0,175,nailv
94116608,5,1.0,5.2,0,6,0,0,0,1,0,0,0,1,0,4,27,nailv
10051117,43,0.8604651162790697,10.13953488372093,0,6,0,0,1,1,0,0,1,0,0,5,18,nailv
75876482,2,0.5,76.0,0,6,0,0,1,0,1,1,0,0,0,0,56,nailv
4579946,2,1.0,2.5,0,6,0,0,1,0,0,0,0,0,0,2,49,nailv
20954876,4,0.75,19.75,0,6,0,0,0,0,1,0,1,1,0,0,56,nailv
2165384,5,0.4,62.8,0,6,0,0,0,0,1,0,1,0,0,218,598,nailv
